INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point,geometry
 Mcknight Boulevard and John Laurie Boulevard NW ,Traffic incident.,2023/01/18 06:41:29 PM,2023/01/18 07:20:33 PM,NW,-114.0833179614636,51.09731625685438,1,2023-01-18T18:41:2951.09731625685438-114.08331796146359,POINT (-114.08331796146359 51.09731625685438),POINT (284119.67015533213 5665169.282568767)
Eastbound Stoney Trail and 14 Street NW,Single vehicle incident.,2017/10/15 05:36:00 PM,2017/10/15 05:41:00 PM,NW,-114.098854,51.17218956,1,2017-10-15T16:36:0951.17218956269-114.098853959208,POINT (-114.098854 51.17218956),POINT (283383.0041004376 5673538.789219487)
Westbound Crowchild Trail at 40 Avenue NW,Single vehicle incident,2016/12/09 12:45:00 AM,2016/12/09 12:46:00 AM,NW,-114.1354006,51.08920705,1,2016-12-09T00:45:0051.08920705-114.1354006,POINT (-114.1354006 51.08920705),POINT (280435.40765446215 5664421.903009144)
 22 Street and 33 Avenue SW ,There is an incident involving a cyclist- EMS on site. Blocking the WB right lane,2023/04/28 08:31:58 PM,2023/04/28 08:33:04 PM,NW,-114.11542852325545,51.02401346267897,1,2023-04-28T20:31:5851.02401346267897-114.11542852325543,POINT (-114.11542852325543 51.02401346267897),POINT (281526.9033918616 5657114.8940796675)
 Northbound Deerfoot Trail approaching Anderson Road SE ,Traffic incident.,2024/02/22 06:26:35 AM,2024/02/22 06:28:28 AM,SE,-114.02150681074076,50.95274694192569,1,2024-02-22T06:26:3550.95274694192569-114.02150681074076,POINT (-114.02150681074076 50.95274694192569),POINT (287787.0315241271 5648917.660029459)
 Sage Hill Gate and 37 Street NW ,Traffic incident.,2023/06/16 02:35:55 PM,2023/06/16 03:19:44 PM,NW,-114.14113585185594,51.17080378713853,1,2023-06-16T14:35:5551.170803787138524-114.14113585185594,POINT (-114.14113585185594 51.170803787138524),POINT (280421.44808177697 5673510.210070627)
 Southbound Macleod Trail at 99 Avenue SE ,Traffic incident. Blocking the SB right lane and SB to WB right turn lane,2022/10/24 10:26:37 AM,2022/10/24 11:01:30 AM,SE,-114.0717405799088,50.96144814232952,1,2022-10-24T10:26:3750.961448142329516-114.0717405799088,POINT (-114.0717405799088 50.961448142329516),POINT (284299.9132583592 5650030.779590962)
Bow Trail at 26 Street SW,Two vehicle incident.,2017/07/09 09:08:00 PM,2017/07/09 09:09:00 PM,SW,-114.1236428,51.04150722,1,2017-07-09T20:08:2951.041507216698-114.123642763708,POINT (-114.1236428 51.04150722),POINT (281033.5036835809 5659084.0744133685)
Skyview Ranch Drive and Skyview Shores Mr NE,There is an incident involving a pedestrian.,2020/12/17 05:43:00 PM,,,-113.9609788,51.15837975,1,2020-12-17T17:43:4551.15837974708221-113.96097877864639,POINT (-113.9609788 51.15837975),POINT (292957.06055591884 5671606.138354906)
 Northbound Macleod Trail approaching 162 Avenue SE ,Single vehicle incident. Blocking the right lanes,2023/02/17 02:15:33 PM,2023/02/17 02:45:02 PM,SE,-114.05937208180444,50.90086012540251,1,2023-02-17T14:15:3350.90086012540251-114.05937208180443,POINT (-114.05937208180443 50.90086012540251),POINT (284888.77110818366 5643259.093031213)
Anderson Road and Woodpark Boulevard SW,Traffic incident.  Blocking the SB right lane,2022/02/18 09:08:00 AM,2022/02/18 09:40:00 AM,SW,-114.1090845,50.95060765,1,2022-02-18T09:08:3650.95060765489439-114.10908452437921,POINT (-114.1090845 50.95060765),POINT (281627.2817215006 5648935.597165929)
11588 Sarcee Trail NW,There is an incident involving a pedestrian.,2020/01/21 12:39:00 PM,,,-114.1553105,51.15475538,1,2020-01-21T12:39:5051.15475537983388-114.15531051150032,POINT (-114.1553105 51.15475538),POINT (279354.184943069 5671768.541076616)
 Southbound 36 Street at Whitehorn Drive NE ,Traffic incident.  Blocking the right lane,2024/02/09 02:06:15 PM,2024/02/09 03:01:31 PM,NE,-113.98196350279323,51.08496551729619,1,2024-02-09T14:06:1551.08496551729619-113.98196350279325,POINT (-113.98196350279325 51.08496551729619),POINT (291159.0286493822 5663503.682519435)
Radcliffe Drive and 36 Street SE,Traffic signals are flashing red.,2021/07/17 07:24:00 PM,,,-113.9816535,51.04817926,1,2021-07-17T19:24:5051.04817925969319-113.9816534827031,POINT (-113.9816535 51.04817926),POINT (291015.0343407967 5659413.147528605)
Northbound Deerfoot Trail approaching Peigan Trail SE,Traffic incident.  Blocking the left lanes,2020/10/23 07:50:00 PM,,,-114.0083604,51.01145455,1,2020-10-23T19:50:0551.01145454983561-114.0083604359821,POINT (-114.0083604 51.01145455),POINT (288976.678322967 5655406.524182127)
 Southbound Deerfoot Trail and Anderson Road SE ,Traffic incident. Blocking the right lane,2023/08/14 04:53:19 PM,2023/08/14 05:49:52 PM,SE,-114.03036709937096,50.9591012624489,1,2023-08-14T16:53:1950.9591012624489-114.03036709937095,POINT (-114.03036709937095 50.9591012624489),POINT (287193.90109161125 5649649.618184894)
Southbound 36 Street and 4 Avenue NE,Two vehicle incident. Blocking the right lane,2020/05/31 04:02:00 PM,,,-113.9824044,51.05533933,1,2020-05-31T16:02:5751.05533932933521-113.98240435719724,POINT (-113.9824044 51.05533933),POINT (290994.66686350835 5660211.287394672)
 Northbound Deerfoot Trail and 16 Avenue NE ,Multi-vehicle incident.,2023/07/21 11:43:00 AM,2023/07/21 01:12:00 PM,NW,-114.02648150550894,51.06840032713416,1,2023-07-21T11:43:0051.06840032713416-114.02648150550894,POINT (-114.02648150550894 51.06840032713416),POINT (287966.0783713025 5661789.377507562)
114 Avenue at 42 Street SE,Two vehicle incident.,2017/05/05 09:53:00 AM,2017/05/05 09:54:00 AM,SE,-113.9756016,50.95053441,1,2017-05-05T08:53:3550.950534414861-113.975601600386,POINT (-113.9756016 50.95053441),POINT (291000.6133045963 5648540.550409788)
Beddington Trail and Deerfoot Trail NE,Traffic incident. Blocking the left lane on the NB to WB exit ramp,2021/12/24 04:00:00 PM,2021/12/24 04:07:00 PM,NE,-114.0478427,51.12597361,1,2021-12-24T16:00:3551.12597360974907-114.04784271506176,POINT (-114.0478427 51.12597361),POINT (286735.03289171075 5668251.696879539)
Westbound Bow Trail approaching Old Banff Coach Road SW,Traffic incident.,2021/01/18 05:03:00 PM,,,-114.1760455,51.05254937,1,2021-01-18T17:03:3951.0525493708514-114.17604546864172,POINT (-114.1760455 51.05254937),POINT (277413.8408192827 5660468.777766514)
 Southbound Stoney Trail and 96 Avenue NE ,Traffic incident. blocking the left shoulder,2023/10/18 05:52:21 PM,2023/10/18 06:09:59 PM,NE,-113.9334111635118,51.13944685839836,1,2023-10-18T17:52:2151.13944685839836-113.9334111635118,POINT (-113.9334111635118 51.13944685839836),POINT (294800.3356795118 5669423.978751543)
Northbound 52 Street and Memorial Drive SE,Traffic incident. Blocking multiple lanes,2021/07/27 10:19:00 PM,,,-113.9557351,51.05333323,1,2021-07-27T22:19:5551.0533332285374-113.95573508695533,POINT (-113.9557351 51.05333323),POINT (292854.33214879036 5659912.882424958)
Westbound 64 Avenue and Centre Street NE,Two vehicle incident. Blocking the right lane,2020/01/10 04:04:00 PM,,,-114.0622449,51.11066919,1,2020-01-10T16:04:5851.11066919431856-114.06224491976803,POINT (-114.0622449 51.11066919),POINT (285656.62344740244 5666592.132351986)
Sunridge Boulevard at 32 Street NE,2 vehicle incident.,2017/03/20 12:30:00 PM,2017/03/20 12:31:00 PM,NE,-113.9886923,51.07580831,1,2017-03-20T11:30:4251.0758083075922-113.988692311929,POINT (-113.9886923 51.07580831),POINT (290646.5155466443 5662504.762338792)
Macleod Trail and Glenmore Trail SW,Two vehicle incident. Blocking the middle of the intersection,2020/09/13 05:48:00 AM,,,-114.071595,50.99407649,1,2020-09-13T05:48:2650.9940764894678-114.07159500391748,POINT (-114.071595 50.99407649),POINT (284461.3538432317 5653657.656673431)
Northbound Macleod Trail at Fraser Gate SE,Multi-vehicle incident.  Blocking multiple lanes,2020/01/25 03:19:00 PM,,,-114.0695307,50.94094033,1,2020-01-25T15:19:0550.94094032801676-114.06953072114112,POINT (-114.0695307 50.94094033),POINT (284360.11626847106 5647744.462010357)
Southbound Crowchild Trail at 24 Avenue NW,Two vehicle incident.,2017/05/20 09:15:00 PM,2017/05/20 09:18:00 PM,NW,-114.1194448,51.07443031,1,2017-05-20T20:15:4851.0744303064741-114.119444842227,POINT (-114.1194448 51.07443031),POINT (281482.8647267381 5662731.668591392)
12 Street and 32 Avenue NE,Traffic signals are flashing red. Crews have been dispatched,2017/09/10 01:09:00 PM,2017/09/10 01:10:00 PM,NE,-114.0301142,51.08153752,1,2017-09-10T12:09:2251.0815375155309-114.030114220227,POINT (-114.0301142 51.08153752),POINT (287771.7690229997 5663260.344109142)
Southbound Deerfoot Trail and Bow Bottom Trail SE,Multi-vehicle incident.,2019/02/08 09:53:00 AM,2019/02/08 12:28:00 PM,SE,-114.0306453,50.9487729,1,2019020809534850.9487729040585-114.030645278814,POINT (-114.0306453 50.9487729),POINT (287127.1554007689 5648502.208573639)
9 Avenue and 1 Street SW,Two vehicle incident. Blocking the right lane,2022/06/03 12:47:00 PM,2022/06/03 12:49:00 PM,SW,-114.0652804,51.04469144,1,2022-06-03T12:47:4651.04469144429553-114.06528038940472,POINT (-114.0652804 51.04469144),POINT (285138.60832440935 5659266.117066716)
Northbound Stoney Trail at 16 Avenue NE,Single vehicle incident.    Blocking the right shoulder,2021/08/12 05:16:00 PM,,,-113.9200981,51.06231291,1,2021-08-12T17:16:1051.06231291473258-113.92009811483037,POINT (-113.9200981 51.06231291),POINT (295391.01806364977 5660811.525819357)
 Macleod Trail and 4 Avenue SE ,"There is an incident involving a pedestrian- EMS on site. The road is closed in all directions, please use alternate route",2023/08/09 10:20:21 PM,2023/08/09 10:57:20 PM,SE,-114.05784152244031,51.049190047884814,1,2023-08-09T22:20:2151.049190047884814-114.05784152244033,POINT (-114.05784152244033 51.049190047884814),POINT (285680.7103747856 5659744.551156471)
Eastbound Glenmore Trail approaching Stoney Trail SE,Two vehicle incident. Blocking the left lane,2020/05/15 06:50:00 AM,,,-113.9292702,50.97964026,1,2020-05-15T06:50:3650.979640258123815-113.92927024760029,POINT (-113.9292702 50.97964026),POINT (294382.8481087444 5651646.019021323)
Westbound 32 Avenue at Deerfoot Trail NE,Two vehicle incident.   Blocking the WB right lane,2021/07/21 11:28:00 AM,,,-114.0329267,51.08159528,1,2021-07-21T11:28:1351.08159527958368-114.03292668966479,POINT (-114.0329267 51.08159528),POINT (287575.08585581265 5663274.8806194905)
20 Avenue and 9 Street NW,Two vehicle incident.,2019/10/09 05:07:00 PM,,,-114.0831413,51.07051789,1,2019-10-09T17:07:0051.0705178934739-114.08314127605782,POINT (-114.0831413 51.07051789),POINT (284007.1804495845 5662189.549741431)
Westbound Airport Trail and Barlow Trail NE,Traffic incident. Blocking the right lane,2022/05/30 01:06:00 PM,2022/05/30 01:09:00 PM,NE,-114.009524,51.1396516,1,2022-05-30T13:06:0251.13965159983986-114.00952404195405,POINT (-114.009524 51.1396516),POINT (289478.0059950219 5669661.906571599)
Southbound Deerfoot Trail approaching Peigan Trail SE,Single vehicle incident. Blocking the left lanes.,2017/12/31 04:06:00 PM,2017/12/31 04:11:00 PM,SE,-114.0010614,51.02329105,1,2017-12-31T16:06:1551.0232910525218-114.001061356397,POINT (-114.0010614 51.02329105),POINT (289542.2002630072 5656701.530781046)
Eastbound 16 Avenue and 10 Street NW,Two vehicle incident. Blocking the right lanes.,2018/07/01 01:14:00 PM,2018/07/01 02:10:00 PM,NW,-114.0854848,51.06683061,1,2018070113143251.0668306073058-114.085484799573,POINT (-114.0854848 51.06683061),POINT (283825.8486031431 5661786.510687457)
Westbound 16 Avenue at 14 Street NW,Two vehicle incident. The right lanes have reopened.,2018/06/09 06:13:00 PM,2018/06/09 07:01:00 PM,NW,-114.0960372,51.06701776,1,2018060918132551.0670177605415-114.096037227896,POINT (-114.0960372 51.06701776),POINT (283087.55637379363 5661838.363426987)
9 Avenue and Macleod Trail SE,There is an incident involving a pedestrian- EMS on site. The road is closed EB and NB Please use alternate route,2021/12/22 09:30:00 AM,2021/12/22 10:52:00 AM,SE,-114.0581785,51.04447099,1,2021-12-22T09:30:3151.04447099118354-114.0581784690717,POINT (-114.0581785 51.04447099),POINT (285635.3000387474 5659220.907317236)
Southbound Crowchild Trail approaching Glenmore Trail SW,Two vehicle incident.,2017/08/03 07:04:00 PM,2017/08/03 07:17:00 PM,SW,-114.1210713,51.00099713,1,2017-08-03T18:04:4651.0009971347515-114.121071289426,POINT (-114.1210713 51.00099713),POINT (281022.8324638981 5654572.93086161)
Southbound Deerfoot Trail approaching 16 Avenue NE,Traffic incident. Blocking the ramp on to 16 Avenue,2021/11/19 08:27:00 PM,2021/11/19 09:19:00 PM,NE,-114.0268671,51.07222257,1,2021-11-19T20:27:2751.07222256700838-114.02686709687077,POINT (-114.0268671 51.07222257),POINT (287956.5484429281 5662215.416858337)
Stoney Trail and Shaganappi Trail NW,Traffic incident.,2021/01/26 12:20:00 AM,,,-114.1392226,51.15043286,1,2021-01-26T00:20:3451.150432861108634-114.13922259656132,POINT (-114.1392226 51.15043286),POINT (280458.4196372648 5671239.833414184)
Eastbound Glenmore Trail and Macleod Trail S,Multi-vehicle incident.   Reduced to one right lane EB,2019/03/04 08:11:00 AM,2019/03/04 09:05:00 AM,SE,-114.071761,50.99426005,1,2019030408115050.9942600500044-114.071760957507,POINT (-114.071761 50.99426005),POINT (284450.5586544804 5653678.548779634)
Macleod Trail and 42 Avenue SW,There is an incident involving a pedestrian.,2020/12/19 10:15:00 AM,,,-114.0646013,51.01575514,1,2020-12-19T10:15:1051.015755143354234-114.06460127546032,POINT (-114.0646013 51.01575514),POINT (285052.2974762338 5656047.253213039)
 Westbound McKnight Boulevard and Trelle Drive NE ,Two vehicle incident. Blocking the right lane,2022/11/19 10:45:00 PM,2022/11/19 11:55:35 PM,NE,-114.0576003434166,51.09619600135192,1,2022-11-19T22:45:0051.09619600135192-114.0576003434166,POINT (-114.0576003434166 51.09619600135192),POINT (285914.7649650792 5664969.590224307)
Eastbound Glenmore Trail at Macleod Trail SE,Two vehicle incident. Blocking the right lane,2019/02/08 10:01:00 PM,2019/02/08 10:23:00 PM,SE,-114.07126,50.99418304,1,2019020822012050.994183044247-114.071259979928,POINT (-114.07126 50.99418304),POINT (284485.3505250563 5653668.521904332)
 Southbound Deerfoot Trail ramp and 16 Avenue NE ,Multi-vehicle incident. Blocking the right lane,2024/01/22 10:55:01 AM,2024/01/22 12:10:11 PM,NE,-114.02947348817447,51.06728371991285,1,2024-01-22T10:55:0151.067283719912844-114.02947348817447,POINT (-114.02947348817447 51.067283719912844),POINT (287751.3919039451 5661673.865363532)
Eastbound McKnight Boulevard and Stoney Trail NE,Traffic incident. Bloccking the right lane.,2020/07/15 08:06:00 PM,,,-113.9264907,51.09637407,1,2020-07-15T20:06:5751.09637406670815-113.92649069409572,POINT (-113.9264907 51.09637407),POINT (295093.78680147463 5664616.056775539)
Westbound Glenmore Trail and Crowchild Trail SW,Two vehicle incident.,2018/06/23 05:35:00 PM,2018/06/23 06:01:00 PM,SW,-114.115591,50.99992571,1,2018062317352550.9999257062858-114.115590997775,POINT (-114.115591 50.99992571),POINT (281402.21792302077 5654437.545422713)
Northbound Ogden Road at 50 Avenue SE,"Emergency incident, the road is closed NB",2019/03/09 09:24:00 AM,2019/03/09 11:50:00 PM,SE,-114.0113824,51.00765971,1,2019030909244651.0076597057094-114.011382448579,POINT (-114.0113824 51.00765971),POINT (288747.48861917574 5654993.305990193)
Shaganappi Trail and Sherwood Gate NW,Two vehicle incident.,2020/03/07 10:47:00 AM,,,-114.1442581,51.1631763,1,2020-03-07T10:47:0951.16317630106836-114.14425808534025,POINT (-114.1442581 51.1631763),POINT (280166.95127310744 5672671.586298219)
23 Street and Mckinnon Cr NE,Multi-vehicle incident.,2018/06/06 05:27:00 PM,2018/06/06 05:53:00 PM,NE,-114.004826,51.05517398,1,2018060617272451.055173975097-114.004826025524,POINT (-114.004826 51.05517398),POINT (289422.9233047828 5660256.802822604)
 Sunridge Boulevard and 26 Street NE ,Traffic incident.,2023/05/18 05:44:24 PM,2023/05/18 07:10:20 PM,NE,-113.99820620965964,51.07656154649135,1,2023-05-18T17:44:2451.07656154649135-113.99820620965963,POINT (-113.99820620965963 51.07656154649135),POINT (289983.6201897578 5662615.609480413)
 Highfield Road and Blackfoot Trail SE ,Traffic incident.,2023/12/28 07:45:47 PM,2023/12/28 08:27:02 PM,SE,-114.047946571896,51.02088868382254,1,2023-12-28T19:45:4751.02088868382254-114.047946571896,POINT (-114.047946571896 51.02088868382254),POINT (286243.83351761743 5656569.484025408)
Country Hills Boulevard and Deerfoot Trail NE,Traffic signals are flashing red.,2020/09/26 06:40:00 AM,,,-114.0232056,51.15118268,1,2020-09-26T06:40:5451.15118268428534-114.02320563822093,POINT (-114.0232056 51.15118268),POINT (288573.8648250952 5670983.120876264)
 12A Street and 1 Avenue NE ,There is an incident involving a cyclist- EMS Dispatched.,2022/06/25 11:12:09 AM,2022/06/25 11:13:40 AM,NE,-114.03239181033068,51.05322951489466,1,2022-06-25T11:12:0951.05322951489466-114.03239181033068,POINT (-114.03239181033068 51.05322951489466),POINT (287482.59172736364 5660119.847183426)
Eastbound McKnight Boulevard at 12 Street NE,Stalled vehicle.,2017/04/24 09:21:00 AM,2017/04/24 09:22:00 AM,NE,-114.0334945,51.09578962,1,2017-04-24T08:21:2751.0957896205876-114.03349454573,POINT (-114.0334945 51.09578962),POINT (287600.3961619744 5664854.542184862)
Bridlewood Boulevard and Bridleglen Park SW,Two vehicle incident.,2020/07/18 06:47:00 PM,,,-114.1055947,50.90459651,1,2020-07-18T18:47:5050.904596509220994-114.10559470041842,POINT (-114.1055947 50.90459651),POINT (281656.8920406656 5643810.258646182)
52 Street and 50 Avenue SE,Two vehicle incident. blocking 1 lane SB and 1 lane EB,2017/09/28 09:38:00 AM,2017/09/28 09:42:00 AM,SE,-113.9590553,51.0088258,1,2017-09-28T08:38:3651.008825804407-113.959055301609,POINT (-113.9590553 51.0088258),POINT (292422.82835294044 5654974.186211981)
 Crowchild Trail and Glenmore Trail SW ,Two vehicle incident. Blocking the left lane on SB to EB exit,2022/09/06 09:46:58 AM,2022/09/06 11:08:39 AM,SW,-114.1131555905774,50.9990879024836,1,2022-09-06T09:46:5850.9990879024836-114.11315559057739,POINT (-114.11315559057739 50.9990879024836),POINT (281569.12073165004 5654337.182786039)
Northbound Macleod Trail at Southland Drive SE,Two vehicle incident. Blocking the right lane,2017/07/23 09:17:00 PM,2017/07/23 09:19:00 PM,SW,-114.0717355,50.96508499,1,2017-07-23T20:17:1050.9650849940053-114.071735504013,POINT (-114.0717355 50.96508499),POINT (284317.12258182897 5650435.073428189)
Eastbound Glenmore Trail and 14 Street SW,Two vehicle incident.,2019/01/25 01:58:00 PM,2019/01/25 02:00:00 PM,SW,-114.0977102,50.99443343,1,2019012513584350.9944334322848-114.09771015512,POINT (-114.0977102 50.99443343),POINT (282630.8471025884 5653774.062897945)
Cranston Boulevard and Stoney Trail SE,Traffic incident.,2021/07/17 01:54:00 AM,,,-113.991255,50.89589293,1,2021-07-17T01:54:3250.89589292813552-113.99125499871445,POINT (-113.991255 50.89589293),POINT (289654.941900481 5642510.481043784)
18 Street and Glenmore Trail SE,Traffic incident. Partially blocking the SB to WB exit ramp,2021/09/28 04:40:00 PM,,,-114.016262,50.98219666,1,2021-09-28T16:40:1550.98219665937148-114.0162620392667,POINT (-114.016262 50.98219666),POINT (288289.3326770111 5652176.539962146)
Southbound Tsuutina Trail south of 130 Avenue SW,Traffic incident.,2020/11/30 08:21:00 AM,,,-114.1387068,50.93593511,1,2020-11-30T08:21:3650.935935108498214-114.13870678651656,POINT (-114.1387068 50.93593511),POINT (279477.67248850653 5647392.640726132)
Macleod Trail and Anderson Road SE,Two vehicle incident. Blocking the right lane EB and left lane SB,2020/04/26 07:22:00 PM,,,-114.0718641,50.95054991,1,2020-04-26T19:22:0250.95054991449949-114.0718641274934,POINT (-114.0718641 50.95054991),POINT (284240.7434268788 5648819.584644564)
Southbound 14 Street and 10 Avenue NW,Traffic incident.,2021/02/03 06:40:00 AM,,,-114.0947663,51.06114277,1,2021-02-03T06:40:4651.061142766075974-114.09476626966503,POINT (-114.0947663 51.06114277),POINT (283149.1113484398 5661181.49027427)
Eastbound 12 Avenue at 5 Street SW,Single vehicle incident.,2018/07/20 01:07:00 PM,2018/07/20 01:27:00 PM,SW,-114.0741466,51.04173375,1,2018072013070751.0417337470191-114.074146627015,POINT (-114.0741466 51.04173375),POINT (284503.5230975485 5658963.219710977)
Eastbound Stoney Trail at 88 Street SE,Single vehicle incident. Blocking the right lane,2021/02/17 12:16:00 AM,,,-113.911975,50.90740821,1,2021-02-17T00:16:5950.90740821036095-113.91197501813757,POINT (-113.911975 50.90740821),POINT (295279.45547305 5643567.640995545)
 Westbound Glenmore Trail at 14 Street SW ,Stalled vehicle. Blocking the right lane,2022/10/05 02:42:27 PM,2022/10/05 02:43:39 PM,SW,-114.09497685623556,50.994189544628576,1,2022-10-05T14:42:2750.994189544628576-114.09497685623555,POINT (-114.09497685623555 50.994189544628576),POINT (282821.4703818955 5653738.889268003)
Northbound Stoney Trail and 16 Avenue NE,Traffic incident. Blocking the right shoulder,2021/05/16 04:28:00 PM,,,-113.9200444,51.06210207,1,2021-05-16T16:28:0451.06210206936197-113.92004440976393,POINT (-113.9200444 51.06210207),POINT (295393.85008786636 5660787.9364842065)
Eastbound Anderson Road at Acadia Drive SE,2 vehicle incident.,2017/03/14 08:39:00 PM,2017/03/14 09:21:00 PM,SE,-114.0399273,50.94811501,1,2017-03-14T19:39:3350.9481150070085-114.039927329789,POINT (-114.0399273 50.94811501),POINT (286472.2962574378 5648455.912611513)
10 Avenue at 4 Street SW,Two vehicle incident.,2017/06/07 11:37:00 AM,2017/06/07 11:47:00 AM,SW,-114.071512,51.04355743,1,2017-06-07T10:37:1251.0435574288027-114.071511958878,POINT (-114.071512 51.04355743),POINT (284696.6301456579 5659158.252486892)
Sunridge Boulevard and 29 Street NE,Traffic incident.,2020/10/13 03:52:00 PM,,,-113.9925116,51.07660483,1,2020-10-13T15:52:0851.076604830491306-113.99251159618268,POINT (-113.9925116 51.07660483),POINT (290382.63179936225 5662604.185875669)
 130 Avenue and 46 Street SE ,Traffic incident.,2022/08/27 02:08:33 PM,2022/08/27 02:40:37 PM,NW,-113.96895028997866,50.93207775317536,1,2022-08-27T14:08:3350.932077753175356-113.96895028997866,POINT (-113.96895028997866 50.932077753175356),POINT (291385.0653398536 5646469.853128788)
Northbound Macleod Trail and 94 Avenue SE,Two vehicle incident. Blocking the right lane,2021/07/08 11:54:00 AM,,,-114.0717071,50.96863232,1,2021-07-08T11:54:0650.96863231785932-114.07170708290658,POINT (-114.0717071 50.96863232),POINT (284335.55485826486 5650829.347513924)
44 Street and 16 Avenue SE,Two vehicle incident.,2017/11/21 05:35:00 PM,2017/11/21 05:41:00 PM,SE,-113.9700122,51.03939307,1,2017-11-21T17:35:5651.0393930732211-113.970012207609,POINT (-113.9700122 51.03939307),POINT (291791.41385074233 5658403.37685754)
 Southbound Deerfoot Trail and Memorial Drive SE ,Two vehicle incident. Blocking the right exit lane,2023/10/17 09:53:09 AM,2023/10/17 11:06:58 AM,SE,-114.01907978324569,51.05043897963423,1,2023-10-17T09:53:0951.05043897963423-114.01907978324567,POINT (-114.01907978324567 51.05043897963423),POINT (288402.6245807756 5659771.271297925)
 Southbound 52 Street and Rundlehorn Drive NE ,Traffic incident. Blocking the right lane,2024/01/11 10:42:35 PM,2024/01/11 10:44:28 PM,NE,-113.9585038819392,51.07167450317687,1,2024-01-11T22:42:3551.071674503176865-113.95850388193921,POINT (-113.95850388193921 51.071674503176865),POINT (292742.29478754586 5661959.7474020785)
 Millrise Drive and Millbank Co SW ,Traffic incident.,2023/05/29 05:51:27 PM,2023/05/29 06:13:09 PM,SW,-114.07836521612283,50.91669145289532,1,2023-05-29T17:51:2750.91669145289532-114.07836521612285,POINT (-114.07836521612285 50.91669145289532),POINT (283627.0452296969 5645074.602224867)
Richmond Road and Sarcee Trail SW,Two vehicle incident.,2020/01/19 07:50:00 AM,,,-114.1669112,51.01806953,1,2020-01-19T07:50:5851.018069528859506-114.16691116603751,POINT (-114.1669112 51.01806953),POINT (277888.95951290743 5656608.108852763)
 Riverfront Avenue and Centre Street S ,Traffic incident.,2023/07/25 11:46:42 AM,2023/07/25 11:49:48 AM,NW,-114.06256219473744,51.05201209817941,1,2023-07-25T11:46:4251.052012098179404-114.06256219473745,POINT (-114.06256219473745 51.052012098179404),POINT (285362.966000843 5660072.036081789)
Northbound Deerfoot Trail and Peigan Trail SE,Single vehicle incident.,2019/11/30 05:18:00 PM,,,-114.0066175,51.01288575,1,2019-11-30T17:18:0351.01288574516387-114.00661752836452,POINT (-114.0066175 51.01288575),POINT (289105.4075200198 5655560.642125271)
 Southbound Crowchild Trail and Glenmore Trail SW ,Stalled vehicle. Blocking the right lane,2022/12/30 08:07:40 AM,2022/12/30 09:18:35 AM,SW,-114.11809227375949,51.00259946921361,1,2022-12-30T08:07:4051.00259946921361-114.11809227375949,POINT (-114.11809227375949 51.00259946921361),POINT (281239.3420945917 5654742.211260186)
Northbound Macleod Trail at Southland Drive S,Two vehicle incident.,2018/07/25 10:16:00 PM,2018/07/25 11:08:00 PM,SE,-114.0717417,50.96436625,1,2018072522160850.9643662510561-114.071741657483,POINT (-114.0717417 50.96436625),POINT (284313.3567093287 5650355.189162358)
Eastbound John Laurie Boulevard approaching Shaganappi Trail NW,Traffic incident. Blocking multiple lanes.,2022/01/25 09:10:00 AM,2022/01/25 09:28:00 AM,NW,-114.1428767,51.11016302,1,2022-01-25T09:10:0351.11016301792369-114.14287669016616,POINT (-114.1428767 51.11016302),POINT (280011.53738730936 5666773.92306764)
 Eastbound Memorial Drive and Deerfoot Trail NE ,Two vehicle incident. Blocking the right lane,2023/04/12 09:07:12 PM,2023/04/12 09:08:24 PM,NE,-114.02076748873309,51.04765394437911,1,2023-04-12T21:07:1251.04765394437911-114.02076748873307,POINT (-114.02076748873307 51.04765394437911),POINT (288271.65519959404 5659466.504503008)
 Westbound McKnight Boulevard and Barlow Trail NE ,Traffic incident. Blocking the right lane,2023/06/04 12:58:13 PM,2023/06/04 02:09:22 PM,NE,-114.00182868732789,51.09299951915202,1,2023-06-04T12:58:1351.09299951915202-114.00182868732787,POINT (-114.00182868732787 51.09299951915202),POINT (289804.48871554615 5664453.416655327)
Southbound Shaganappi Trail at 16 Avenue NW,Multi-vehicle incident.,2017/08/22 09:57:00 AM,2017/08/22 09:58:00 AM,NW,-114.1486334,51.06606716,1,2017-08-22T08:57:4451.0660671638918-114.148633390601,POINT (-114.1486334 51.06606716),POINT (279398.8482120187 5661889.015845216)
 64 Avenue and Hunterview Drive NW ,Traffic incident.,2022/12/05 07:32:27 AM,2022/12/05 09:02:35 AM,NW,-114.07809564978083,51.11028103952252,1,2022-12-05T07:32:2751.11028103952252-114.07809564978085,POINT (-114.07809564978085 51.11028103952252),POINT (284545.56132320117 5666595.290327432)
 Southbound Deerfoot Trail and Glenmore Trail SE ,Traffic incident. Blocking the right lane,2023/07/25 01:26:38 AM,2023/07/25 01:27:32 AM,SE,-114.03488652602653,50.99293577892027,1,2023-07-25T01:26:3850.99293577892027-114.03488652602653,POINT (-114.03488652602653 50.99293577892027),POINT (287031.5173676526 5653424.094266506)
